1,466,542.83,206.92,24.11,44.98,1,-1,-1,-1
1,465,456.54,213.43,25.13,57.53,1,-1,-1,-1
1,464,222.57,179.99,33.77,108.93,1,-1,-1,-1
1,463,286.55,154.14,71.34,167.33,1,-1,-1,-1
2,465,454.37,205.49,27.10,62.78,1,-1,-1,-1
2,464,220.76,176.96,34.97,113.39,1,-1,-1,-1
2,463,292.26,157.25,60.04,164.38,1,-1,-1,-1
3,465,453.35,204.50,27.79,66.75,1,-1,-1,-1
3,464,220.47,179.74,35.22,114.86,1,-1,-1,-1
3,463,298.30,156.82,54.91,165.68,1,-1,-1,-1
4,465,452.51,208.58,25.58,61.79,1,-1,-1,-1
4,464,220.49,182.59,35.15,113.41,1,-1,-1,-1
4,463,298.54,149.19,62.10,184.45,1,-1,-1,-1
5,465,450.67,212.22,23.94,56.53,1,-1,-1,-1
5,464,218.49,179.94,36.77,119.89,1,-1,-1,-1
5,463,302.66,146.79,62.68,186.86,1,-1,-1,-1
6,465,451.19,214.95,22.97,54.12,1,-1,-1,-1
6,464,217.75,180.82,37.33,116.80,1,-1,-1,-1
6,463,306.09,139.01,68.53,198.11,1,-1,-1,-1
7,465,450.63,217.47,28.56,63.15,1,-1,-1,-1
7,464,216.09,177.88,38.59,118.65,1,-1,-1,-1
7,463,304.63,136.65,74.82,206.25,1,-1,-1,-1
8,465,450.95,220.78,31.07,65.52,1,-1,-1,-1
8,464,214.20,174.95,40.25,122.45,1,-1,-1,-1
8,463,310.14,133.15,78.56,215.62,1,-1,-1,-1
9,465,449.57,219.27,28.69,62.39,1,-1,-1,-1
9,464,213.11,179.18,40.15,118.80,1,-1,-1,-1
9,463,312.40,136.24,79.57,210.70,1,-1,-1,-1
10,465,450.84,219.51,27.64,60.17,1,-1,-1,-1
10,464,216.80,178.45,38.71,120.82,1,-1,-1,-1
10,463,317.95,140.09,82.31,212.46,1,-1,-1,-1
11,465,451.68,217.43,29.02,60.80,1,-1,-1,-1
11,464,216.52,178.24,41.36,127.16,1,-1,-1,-1
11,463,324.95,138.52,85.68,220.32,1,-1,-1,-1
12,465,451.51,219.07,29.64,62.46,1,-1,-1,-1
12,464,218.06,178.17,42.25,134.04,1,-1,-1,-1
12,463,332.04,132.29,88.14,226.59,1,-1,-1,-1
13,465,453.84,218.43,28.64,61.78,1,-1,-1,-1
13,464,215.66,178.90,41.74,137.43,1,-1,-1,-1
13,463,340.82,128.81,89.26,231.15,1,-1,-1,-1
14,465,458.44,222.15,26.29,59.28,1,-1,-1,-1
14,464,216.45,178.08,44.47,138.58,1,-1,-1,-1
14,463,348.66,121.27,88.92,246.27,1,-1,-1,-1
15,469,592.44,223.66,21.71,28.49,1,-1,-1,-1
15,465,459.94,223.98,24.49,56.90,1,-1,-1,-1
15,464,217.36,175.78,41.88,141.86,1,-1,-1,-1
15,463,361.18,114.33,89.09,259.12,1,-1,-1,-1
16,469,592.06,221.11,24.32,33.31,1,-1,-1,-1
16,465,461.40,222.88,22.97,57.77,1,-1,-1,-1
16,464,219.02,175.76,40.89,143.12,1,-1,-1,-1
16,463,369.78,108.31,91.47,272.95,1,-1,-1,-1
17,469,591.14,217.67,25.85,35.09,1,-1,-1,-1
17,465,458.46,205.38,25.39,72.26,1,-1,-1,-1
17,464,217.66,172.69,46.86,148.58,1,-1,-1,-1
17,463,378.23,104.66,95.24,286.84,1,-1,-1,-1
18,464,214.59,171.96,46.55,152.62,1,-1,-1,-1
18,463,388.45,94.07,98.47,298.45,1,-1,-1,-1
19,464,214.94,170.01,53.72,156.40,1,-1,-1,-1
19,463,403.45,85.16,102.74,306.82,1,-1,-1,-1
20,464,212.35,165.73,56.43,159.74,1,-1,-1,-1
20,463,410.77,74.85,108.44,326.44,1,-1,-1,-1
21,464,208.56,164.20,54.66,162.09,1,-1,-1,-1
21,463,423.87,68.31,113.69,338.15,1,-1,-1,-1
22,464,206.65,163.03,54.38,167.80,1,-1,-1,-1
22,463,444.85,56.67,116.16,361.48,1,-1,-1,-1
23,464,202.43,160.30,56.99,171.19,1,-1,-1,-1
23,463,459.08,42.94,135.72,398.45,1,-1,-1,-1
24,464,196.11,155.26,59.14,176.23,1,-1,-1,-1
24,463,467.18,31.27,151.67,427.34,1,-1,-1,-1
25,464,192.28,151.44,60.77,184.21,1,-1,-1,-1
25,463,474.87,21.18,159.33,444.54,1,-1,-1,-1
26,464,190.34,149.52,64.13,192.42,1,-1,-1,-1
26,463,477.56,18.68,163.64,439.59,1,-1,-1,-1
27,464,184.39,144.46,65.85,199.74,1,-1,-1,-1
28,472,327.47,217.43,16.31,38.92,1,-1,-1,-1
28,464,175.28,140.64,70.26,207.62,1,-1,-1,-1
29,472,325.64,216.21,15.80,38.27,1,-1,-1,-1
29,464,174.04,139.90,69.61,211.80,1,-1,-1,-1
30,464,168.31,131.63,73.09,219.77,1,-1,-1,-1
31,464,162.75,126.51,77.20,228.82,1,-1,-1,-1
32,476,462.09,221.21,34.15,62.84,1,-1,-1,-1
32,464,150.73,121.95,81.35,238.50,1,-1,-1,-1
33,476,463.98,222.61,33.54,61.73,1,-1,-1,-1
33,464,143.78,117.07,89.25,253.14,1,-1,-1,-1
34,476,461.39,218.38,28.46,56.34,1,-1,-1,-1
34,464,139.73,113.56,92.18,270.30,1,-1,-1,-1
35,476,465.34,221.95,27.74,55.64,1,-1,-1,-1
35,464,127.94,103.15,100.37,286.70,1,-1,-1,-1
36,476,464.17,217.41,28.77,59.70,1,-1,-1,-1
36,464,111.69,90.18,104.60,301.10,1,-1,-1,-1
37,476,466.89,220.30,31.38,62.06,1,-1,-1,-1
37,464,96.33,87.18,114.63,318.60,1,-1,-1,-1
38,476,467.78,219.64,34.16,65.19,1,-1,-1,-1
38,473,326.46,218.23,17.23,50.84,1,-1,-1,-1
38,464,84.38,70.63,117.94,339.36,1,-1,-1,-1
39,479,194.58,200.37,26.62,84.25,1,-1,-1,-1
39,476,464.86,216.53,36.93,68.78,1,-1,-1,-1
39,473,326.76,218.78,17.02,50.39,1,-1,-1,-1
39,464,70.77,54.10,125.02,367.83,1,-1,-1,-1
40,479,194.79,195.78,28.32,86.45,1,-1,-1,-1
40,476,466.55,213.89,34.31,67.73,1,-1,-1,-1
40,464,52.94,47.28,127.18,389.93,1,-1,-1,-1
41,479,193.58,198.28,28.30,84.37,1,-1,-1,-1
41,476,463.98,213.39,37.10,68.29,1,-1,-1,-1
41,464,30.03,30.48,136.14,420.36,1,-1,-1,-1
42,480,330.11,217.93,25.26,52.85,1,-1,-1,-1
42,479,190.91,199.13,30.30,84.95,1,-1,-1,-1
42,476,465.42,210.74,37.13,67.62,1,-1,-1,-1
42,464,13.61,18.69,140.35,439.84,1,-1,-1,-1
43,480,329.76,212.30,21.99,48.73,1,-1,-1,-1
43,479,187.48,196.30,30.43,86.04,1,-1,-1,-1
43,476,464.37,210.51,34.27,65.26,1,-1,-1,-1
43,464,4.50,13.86,142.73,450.98,1,-1,-1,-1
44,483,535.18,205.94,22.72,37.67,1,-1,-1,-1
44,480,324.21,211.91,24.70,50.37,1,-1,-1,-1
44,479,186.09,198.67,29.60,85.88,1,-1,-1,-1
44,476,466.34,212.23,32.06,64.82,1,-1,-1,-1
44,464,-3.27,11.83,142.07,458.39,1,-1,-1,-1
45,483,535.54,202.33,23.13,38.88,1,-1,-1,-1
45,480,322.27,208.88,26.08,51.82,1,-1,-1,-1
45,479,184.66,196.29,29.13,88.14,1,-1,-1,-1
45,476,465.81,209.44,31.64,65.81,1,-1,-1,-1
46,483,535.29,200.29,23.85,40.26,1,-1,-1,-1
46,480,326.49,209.33,26.75,52.33,1,-1,-1,-1
46,479,180.87,195.09,29.95,88.50,1,-1,-1,-1
46,476,469.38,210.54,29.62,63.08,1,-1,-1,-1
47,480,328.24,215.52,24.65,50.32,1,-1,-1,-1
47,479,178.12,193.13,30.33,93.92,1,-1,-1,-1
47,476,468.24,207.20,29.71,64.86,1,-1,-1,-1
48,480,328.72,216.03,22.43,50.26,1,-1,-1,-1
48,479,176.00,189.49,31.14,101.29,1,-1,-1,-1
48,476,468.80,207.09,28.98,64.52,1,-1,-1,-1
49,480,329.72,214.94,22.65,51.04,1,-1,-1,-1
49,479,174.03,193.50,33.18,99.36,1,-1,-1,-1
49,476,467.78,206.20,28.46,65.52,1,-1,-1,-1
50,480,329.99,212.67,23.16,52.86,1,-1,-1,-1
50,479,174.51,189.09,33.95,100.68,1,-1,-1,-1
50,476,474.28,208.92,28.22,65.07,1,-1,-1,-1
51,480,330.71,211.97,23.09,54.87,1,-1,-1,-1
51,479,168.46,187.91,39.73,109.57,1,-1,-1,-1
51,476,473.53,207.84,28.45,65.00,1,-1,-1,-1
52,488,349.52,219.18,20.39,45.69,1,-1,-1,-1
52,480,331.29,216.78,21.02,52.93,1,-1,-1,-1
52,479,166.94,183.96,38.89,109.96,1,-1,-1,-1
52,476,475.77,207.07,29.01,62.62,1,-1,-1,-1
53,488,346.79,217.60,23.11,49.88,1,-1,-1,-1
53,480,333.86,213.79,18.89,51.57,1,-1,-1,-1
53,479,164.73,184.63,39.49,110.47,1,-1,-1,-1
53,476,477.46,208.89,32.16,62.40,1,-1,-1,-1
54,488,344.15,217.95,25.75,53.40,1,-1,-1,-1
54,480,334.37,213.93,17.43,52.43,1,-1,-1,-1
54,479,161.39,185.68,40.40,115.48,1,-1,-1,-1
54,476,478.10,209.25,34.10,63.21,1,-1,-1,-1
55,488,346.04,213.96,26.05,53.84,1,-1,-1,-1
55,480,331.90,211.96,18.27,54.13,1,-1,-1,-1
55,479,152.98,185.72,41.49,114.61,1,-1,-1,-1
55,476,478.48,209.04,34.68,64.22,1,-1,-1,-1
56,488,343.13,215.50,25.64,54.11,1,-1,-1,-1
56,480,331.16,211.79,18.56,55.06,1,-1,-1,-1
56,479,148.79,182.92,43.85,117.49,1,-1,-1,-1
56,476,473.49,206.68,36.96,67.52,1,-1,-1,-1
57,488,347.32,213.98,26.29,56.26,1,-1,-1,-1
57,480,331.32,206.19,18.71,58.94,1,-1,-1,-1
57,479,147.33,181.95,43.30,120.63,1,-1,-1,-1
57,476,475.49,204.67,34.75,68.12,1,-1,-1,-1
58,488,348.49,214.49,25.71,55.93,1,-1,-1,-1
58,480,331.32,203.32,17.63,58.14,1,-1,-1,-1
58,479,144.08,180.64,41.89,122.88,1,-1,-1,-1
58,476,476.78,202.96,33.38,69.05,1,-1,-1,-1
59,488,353.05,216.79,23.17,52.98,1,-1,-1,-1
