1,1479,127.54,149.11,61.74,185.32,1,-1,-1,-1
1,1478,11.30,148.80,79.17,197.67,1,-1,-1,-1
2,1479,129.20,154.66,61.81,179.66,1,-1,-1,-1
2,1478,18.34,156.60,74.80,191.62,1,-1,-1,-1
3,1480,252.73,206.10,31.03,51.17,1,-1,-1,-1
3,1479,124.68,145.88,77.29,184.43,1,-1,-1,-1
3,1478,20.33,158.08,74.86,182.83,1,-1,-1,-1
4,1479,127.07,151.92,77.06,186.84,1,-1,-1,-1
4,1478,22.46,154.71,75.04,190.18,1,-1,-1,-1
5,1479,139.41,159.39,71.75,189.83,1,-1,-1,-1
5,1478,29.21,158.29,74.59,196.24,1,-1,-1,-1
6,1479,152.83,154.90,66.90,189.78,1,-1,-1,-1
6,1478,34.31,155.75,71.32,195.40,1,-1,-1,-1
7,1479,154.21,153.54,68.67,187.56,1,-1,-1,-1
7,1478,39.29,152.55,71.88,199.38,1,-1,-1,-1
8,1481,237.20,203.42,22.42,60.03,1,-1,-1,-1
8,1479,162.00,156.72,66.97,188.86,1,-1,-1,-1
8,1478,41.55,149.04,74.89,204.49,1,-1,-1,-1
9,1483,291.68,200.19,25.31,61.22,1,-1,-1,-1
9,1480,385.05,196.91,34.50,54.90,1,-1,-1,-1
9,1479,163.00,152.30,70.88,196.06,1,-1,-1,-1
9,1478,43.25,144.92,75.04,202.47,1,-1,-1,-1
10,1483,298.52,202.62,25.44,60.93,1,-1,-1,-1
10,1479,170.92,151.10,72.53,199.35,1,-1,-1,-1
10,1478,53.46,153.14,73.29,203.70,1,-1,-1,-1
11,1483,303.93,202.04,24.98,60.99,1,-1,-1,-1
11,1479,172.87,145.68,81.04,207.03,1,-1,-1,-1
11,1478,61.54,148.77,73.93,204.28,1,-1,-1,-1
12,1485,269.63,201.47,23.22,67.29,1,-1,-1,-1
12,1483,306.94,203.60,23.99,59.52,1,-1,-1,-1
12,1479,178.71,143.57,87.23,216.50,1,-1,-1,-1
12,1478,63.58,147.09,76.80,209.21,1,-1,-1,-1
